sync_run_id,source_name,source_url,fetched_at,query_params,type_code,freq_code,ref_period_id,period,reporter_code,reporter_iso,reporter_desc,partner_code,partner_iso,partner_desc,partner2_code,partner2_iso,partner2_desc,flow_code,flow_desc,classification_code,cmd_code,cmd_desc,customs_code,customs_desc,mot_code,mot_desc,qty_unit_code,qty_unit_abbr,qty,net_wgt_kg,gross_wgt_kg,trade_value_usd,is_original_classification,is_reported,is_aggregate,raw_payload
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,0,W00,World,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,1208070971.77,1208070971.77,0,1886972064.043,true,false,true,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":0,""partnerISO"":""W00"",""partnerDesc"":""World"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":1208070971.77,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":1208070971.77,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":1886972064.043,""primaryValue"":1886972064.043,""legacyEstimationFlag"":6,""isReported"":false,""isAggregate"":true}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,12,DZA,Algeria,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,60141636.503,60141636.503,0,93745129.556,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":12,""partnerISO"":""DZA"",""partnerDesc"":""Algeria"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":60141636.503,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":60141636.503,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":93745129.556,""primaryValue"":93745129.556,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,32,ARG,Argentina,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,335933.141,335933.141,0,519309.094,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":32,""partnerISO"":""ARG"",""partnerDesc"":""Argentina"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":335933.141,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":335933.141,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":519309.094,""primaryValue"":519309.094,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,36,AUS,Australia,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,14981931.002,14981931.002,0,23186038.823,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":36,""partnerISO"":""AUS"",""partnerDesc"":""Australia"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":14981931.002,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":14981931.002,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":23186038.823,""primaryValue"":23186038.823,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,40,AUT,Austria,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,420,420,0,8673,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":40,""partnerISO"":""AUT"",""partnerDesc"":""Austria"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":420,""isQtyEstimated"":false,""altQtyUnitCode"":21,""altQtyUnitAbbr"":""1000 KG"",""altQty"":0.42,""isAltQtyEstimated"":false,""netWgt"":420,""isNetWgtEstimated"":false,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":8673,""primaryValue"":8673,""legacyEstimationFlag"":0,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,56,BEL,Belgium,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,69208319.913,69208319.913,0,111863668.417,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":56,""partnerISO"":""BEL"",""partnerDesc"":""Belgium"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":69208319.913,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":69208319.913,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":111863668.417,""primaryValue"":111863668.417,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,76,BRA,Brazil,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,19078.457,19078.457,0,29800,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":76,""partnerISO"":""BRA"",""partnerDesc"":""Brazil"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":19078.457,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":19078.457,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":29800,""primaryValue"":29800,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,96,BRN,Brunei Darussalam,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,595.13,595.13,0,2820,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":96,""partnerISO"":""BRN"",""partnerDesc"":""Brunei Darussalam"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":595.13,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":595.13,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":2820,""primaryValue"":2820,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,100,BGR,Bulgaria,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,1167435.815,1167435.815,0,1815061.709,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":100,""partnerISO"":""BGR"",""partnerDesc"":""Bulgaria"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":1167435.815,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":1167435.815,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":1815061.709,""primaryValue"":1815061.709,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,104,MMR,Myanmar,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,154022.803,154022.803,0,294735.185,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":104,""partnerISO"":""MMR"",""partnerDesc"":""Myanmar"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":154022.803,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":154022.803,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":294735.185,""primaryValue"":294735.185,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
,UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020&includeDesc=true,2026-05-30T19:13:38.772Z,"{""reporters"":[{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":704,""reporterISO"":""VNM"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":76,""reporterISO"":""BRA"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true},{""endpoint"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS"",""reporterCode"":360,""reporterISO"":""IDN"",""flowCode"":""X"",""cmdCode"":""090111"",""period"":""2020,2021,2022,2023,2024,2025"",""includeDesc"":true}]}",C,A,20200101,2020,704,VNM,Viet Nam,116,KHM,Cambodia,0,W00,World,X,Export,H5,090111,Coffee; not roasted or decaffeinated,C00,TOTAL CPC,0,TOTAL MOT,8,kg,385434.612,385434.612,0,690445.473,true,true,false,"{""typeCode"":""C"",""freqCode"":""A"",""refPeriodId"":20200101,""refYear"":2020,""refMonth"":52,""period"":""2020"",""reporterCode"":704,""reporterISO"":""VNM"",""reporterDesc"":""Viet Nam"",""flowCode"":""X"",""flowDesc"":""Export"",""partnerCode"":116,""partnerISO"":""KHM"",""partnerDesc"":""Cambodia"",""partner2Code"":0,""partner2ISO"":""W00"",""partner2Desc"":""World"",""classificationCode"":""H5"",""classificationSearchCode"":""HS"",""isOriginalClassification"":true,""cmdCode"":""090111"",""cmdDesc"":""Coffee; not roasted or decaffeinated"",""aggrLevel"":6,""isLeaf"":true,""customsCode"":""C00"",""customsDesc"":""TOTAL CPC"",""mosCode"":""0"",""motCode"":0,""motDesc"":""TOTAL MOT"",""qtyUnitCode"":8,""qtyUnitAbbr"":""kg"",""qty"":385434.612,""isQtyEstimated"":true,""altQtyUnitCode"":-1,""altQtyUnitAbbr"":""N/A"",""altQty"":0,""isAltQtyEstimated"":false,""netWgt"":385434.612,""isNetWgtEstimated"":true,""grossWgt"":0,""isGrossWgtEstimated"":false,""cifvalue"":0,""fobvalue"":690445.473,""primaryValue"":690445.473,""legacyEstimationFlag"":6,""isReported"":true,""isAggregate"":false}"
